code,name,year,gcse
E09000009,ealing,2017,69.4
E09000010,enfield,2017,61.4
E09000011,greenwich,2017,58.5
E09000012,hackney,2017,67.6
E09000013,hammersmith and fulham,2017,70.7
E09000014,haringey,2017,62.1
E09000015,harrow,2017,68.9
E09000016,havering,2017,67.8
E09000017,hillingdon,2017,67.0
E09000018,hounslow,2017,68.9
E09000019,islington,2017,64.1
E09000020,kensington and chelsea,2017,73.7
E09000021,kingston upon thames,2017,79.3
E09000022,lambeth,2017,59.8
E09000023,lewisham,2017,60.9
E09000024,merton,2017,68.3
E09000025,newham,2017,65.6
E09000026,redbridge,2017,74.4
E09000027,richmond upon thames,2017,71.7
E09000028,southwark,2017,68.5
E09000029,sutton,2017,79.7
E09000030,tower hamlets,2017,64.3
E09000031,waltham forest,2017,63.3
E09000032,wandsworth,2017,71.7
E09000033,westminster,2017,73.8
E10000002,buckinghamshire,2017,77.0
E10000003,cambridgeshire,2017,66.2
E10000006,cumbria,2017,65.3
E10000007,derbyshire,2017,64.2
E10000008,devon,2017,64.2
E10000009,dorset,2017,66.4
E10000011,east sussex,2017,62.0
E10000012,essex,2017,63.5
E10000013,gloucestershire,2017,69.1
E10000014,hampshire,2017,66.7
E10000015,hertfordshire,2017,73.3
E10000016,kent,2017,63.8
E10000017,lancashire,2017,66.1
E10000018,leicestershire,2017,67.1
E10000019,lincolnshire,2017,63.5
E10000020,norfolk,2017,62.4
E10000021,northamptonshire,2017,62.4
E10000023,north yorkshire,2017,68.4
E10000024,nottinghamshire,2017,66.6
E10000025,oxfordshire,2017,66.7
E10000027,somerset,2017,63.0
E10000028,staffordshire,2017,60.7
E10000029,suffolk,2017,64.0
E10000030,surrey,2017,72.0
E10000031,warwickshire,2017,69.3
E10000032,west sussex,2017,65.4
E10000034,worcestershire,2017,64.8
E06000001,hartlepool,2018,60.0
E06000002,middlesbrough,2018,56.3
E06000003,redcar and cleveland,2018,62.8
E06000004,stockton-on-tees,2018,67.5
E06000005,darlington,2018,66.3
E06000006,halton,2018,56.8
E06000007,warrington,2018,71.7
E06000008,blackburn with darwen,2018,65.9
E06000009,blackpool,2018,47.8
E06000010,"kingston upon hull, city of",2018,56.1
E06000011,east riding of yorkshire,2018,66.6
E06000012,north east lincolnshire,2018,57.5
E06000013,north lincolnshire,2018,65.1
E06000014,york,2018,73.9
E06000015,derby,2018,59.3
E06000016,leicester,2018,55.1
E06000017,rutland,2018,77.1
E06000018,nottingham,2018,53.3
E06000019,"herefordshire, county of",2018,62.4
E06000020,telford and wrekin,2018,60.2
E06000021,stoke-on-trent,2018,58.8
E06000022,bath and north east somerset,2018,69.9
E06000023,"bristol, city of",2018,59.7
E06000024,north somerset,2018,66.6
E06000025,south gloucestershire,2018,62.4
E06000026,plymouth,2018,56.7
E06000027,torbay,2018,65.0
E06000030,swindon,2018,62.9
E06000031,peterborough,2018,55.3
E06000032,luton,2018,59.3
E06000033,southend-on-sea,2018,73.5
E06000034,thurrock,2018,61.0
E06000035,medway,2018,65.2
E06000036,bracknell forest,2018,66.3
E06000037,west berkshire,2018,67.9
E06000038,reading,2018,63.4
E06000039,slough,2018,72.6
E06000040,windsor and maidenhead,2018,71.7
E06000041,wokingham,2018,73.1
E06000042,milton keynes,2018,61.5
E06000043,brighton and hove,2018,68.8
E06000044,portsmouth,2018,56.0
E06000045,southampton,2018,57.8
E06000046,isle of wight,2018,58.5
E06000047,county durham,2018,60.2
E06000049,cheshire east,2018,71.0
E06000050,cheshire west and chester,2018,65.4
E06000051,shropshire,2018,67.0
E06000052,cornwall,2018,63.0
E06000053,isles of scilly,2018,78.6
E06000054,wiltshire,2018,68.3
E06000055,bedford,2018,59.5
E06000056,central bedfordshire,2018,63.9
E06000057,northumberland,2018,65.1
E06000058,"bournemouth, christchurch and poole",2018,70.5
E06000059,dorset,2018,66.7
E06000060,buckinghamshire,2018,75.5
E08000001,bolton,2018,62.4
E08000002,bury,2018,62.0
E08000003,manchester,2018,56.2
E08000004,oldham,2018,56.9
E08000005,rochdale,2018,56.8
E08000006,salford,2018,52.3
E08000007,stockport,2018,66.4
E08000008,tameside,2018,63.0
E08000009,trafford,2018,80.1
E08000010,wigan,2018,63.8
E08000011,knowsley,2018,40.8
E08000012,liverpool,2018,57.4
E08000013,st. helens,2018,60.8
E08000014,sefton,2018,60.5
E08000015,wirral,2018,65.5
E08000016,barnsley,2018,62.5
E08000017,doncaster,2018,62.1
E08000018,rotherham,2018,59.1
E08000019,sheffield,2018,59.5
E08000021,newcastle upon tyne,2018,57.9
E08000022,north tyneside,2018,64.1
E08000023,south tyneside,2018,56.8
E08000024,sunderland,2018,58.6
E08000025,birmingham,2018,61.9
E08000026,coventry,2018,59.4
E08000027,dudley,2018,60.2
E08000028,sandwell,2018,54.4
E08000029,solihull,2018,68.5
E08000030,walsall,2018,58.0
E08000031,wolverhampton,2018,57.6
E08000032,bradford,2018,54.7
E08000033,calderdale,2018,68.0
E08000034,kirklees,2018,63.4
E08000035,leeds,2018,62.1
E08000036,wakefield,2018,66.7
E08000037,gateshead,2018,64.0
E09000002,barking and dagenham,2018,61.9
E09000003,barnet,2018,78.8
E09000004,bexley,2018,68.4
E09000005,brent,2018,69.1
E09000006,bromley,2018,72.0
E09000007,camden,2018,67.7
E09000008,croydon,2018,61.2
E09000009,ealing,2018,72.0
E09000010,enfield,2018,62.3
E09000011,greenwich,2018,62.3
E09000012,hackney,2018,69.4
E09000013,hammersmith and fulham,2018,73.8
E09000014,haringey,2018,62.5
E09000015,harrow,2018,70.1
E09000016,havering,2018,69.8
E09000017,hillingdon,2018,68.0
E09000018,hounslow,2018,68.6
E09000019,islington,2018,63.5
E09000020,kensington and chelsea,2018,75.5
E09000021,kingston upon thames,2018,78.4
E09000022,lambeth,2018,58.5
E09000023,lewisham,2018,58.1
E09000024,merton,2018,68.8
E09000025,newham,2018,66.6
E09000026,redbridge,2018,76.5
E09000027,richmond upon thames,2018,76.6
E09000028,southwark,2018,66.3
E09000029,sutton,2018,79.7
E09000030,tower hamlets,2018,67.9
E09000031,waltham forest,2018,64.1
E09000032,wandsworth,2018,69.4
E09000033,westminster,2018,75.2
E10000003,cambridgeshire,2018,67.9
E10000006,cumbria,2018,63.9
E10000007,derbyshire,2018,65.4
E10000008,devon,2018,64.9
E10000011,east sussex,2018,63.7
E10000012,essex,2018,63.9
E10000013,gloucestershire,2018,68.5
E10000014,hampshire,2018,68.4
E10000015,hertfordshire,2018,72.6
E10000016,kent,2018,65.6
E10000017,lancashire,2018,65.7
E10000018,leicestershire,2018,66.8
E10000019,lincolnshire,2018,64.8
E10000020,norfolk,2018,63.0
E10000021,northamptonshire,2018,63.6
E10000023,north yorkshire,2018,69.0
E10000024,nottinghamshire,2018,67.6
E10000025,oxfordshire,2018,66.2
E10000027,somerset,2018,62.2
E10000028,staffordshire,2018,61.2
E10000029,suffolk,2018,61.9
E10000030,surrey,2018,72.9
E10000031,warwickshire,2018,70.9
E10000032,west sussex,2018,66.2
E10000034,worcestershire,2018,65.7
E06000001,hartlepool,2019,66.1
E06000002,middlesbrough,2019,64.8
E06000003,redcar and cleveland,2019,70.0
E06000004,stockton-on-tees,2019,71.6
E06000005,darlington,2019,72.3
E06000006,halton,2019,64.1
E06000007,warrington,2019,76.1
E06000008,blackburn with darwen,2019,71.8
E06000009,blackpool,2019,54.1
E06000010,"kingston upon hull, city of",2019,64.3
E06000011,east riding of yorkshire,2019,73.2
E06000012,north east lincolnshire,2019,63.5
E06000013,north lincolnshire,2019,71.3
E06000014,york,2019,77.4
E06000015,derby,2019,63.2
E06000016,leicester,2019,61.9
E06000017,rutland,2019,83.5
E06000018,nottingham,2019,61.7
E06000019,"herefordshire, county of",2019,73.3
E06000020,telford and wrekin,2019,68.6
E06000021,stoke-on-trent,2019,63.8
E06000022,bath and north east somerset,2019,76.3
E06000023,"bristol, city of",2019,67.3
E06000024,north somerset,2019,73.5
E06000025,south gloucestershire,2019,72.6
E06000026,plymouth,2019,69.0
E06000027,torbay,2019,69.8
E06000030,swindon,2019,70.0
E06000031,peterborough,2019,63.4
E06000032,luton,2019,64.9
E06000033,southend-on-sea,2019,75.5
E06000034,thurrock,2019,70.3
E06000035,medway,2019,70.5
E06000036,bracknell forest,2019,72.4
E06000037,west berkshire,2019,74.9
E06000038,reading,2019,72.4
E06000039,slough,2019,77.3
E06000040,windsor and maidenhead,2019,78.1
E06000041,wokingham,2019,81.6
E06000042,milton keynes,2019,66.6
E06000043,brighton and hove,2019,75.3
E06000044,portsmouth,2019,65.2
E06000045,southampton,2019,63.0
E06000046,isle of wight,2019,68.4
E06000047,county durham,2019,68.6
E06000049,cheshire east,2019,74.7
E06000050,cheshire west and chester,2019,72.8
E06000051,shropshire,2019,71.7
E06000052,cornwall,2019,69.7
E06000054,wiltshire,2019,73.3
E06000055,bedford,2019,67.9
E06000056,central bedfordshire,2019,70.4
E06000057,northumberland,2019,71.3
E06000058,"bournemouth, christchurch and poole",2019,78.2
E06000059,dorset,2019,71.1
E06000060,buckinghamshire,2019,80.1
E08000001,bolton,2019,69.0
E08000002,bury,2019,70.6
E08000003,manchester,2019,63.9
E08000004,oldham,2019,62.1
E08000005,rochdale,2019,65.2
E08000006,salford,2019,58.1
E08000007,stockport,2019,73.5
E08000008,tameside,2019,69.4
E08000009,trafford,2019,83.3
E08000010,wigan,2019,71.0
E08000011,knowsley,2019,50.7
E08000012,liverpool,2019,66.6
E08000013,st. helens,2019,66.3
E08000014,sefton,2019,68.0
E08000015,wirral,2019,71.6
E08000016,barnsley,2019,66.6
E08000017,doncaster,2019,67.4
E08000018,rotherham,2019,68.6
E08000019,sheffield,2019,65.7
E08000021,newcastle upon tyne,2019,67.4
E08000022,north tyneside,2019,70.3
E08000023,south tyneside,2019,65.2
E08000024,sunderland,2019,64.2
E08000025,birmingham,2019,67.1
E08000026,coventry,2019,66.9
E08000027,dudley,2019,66.2
E08000028,sandwell,2019,61.2
E08000029,solihull,2019,74.3
E08000030,walsall,2019,64.9
E08000031,wolverhampton,2019,66.7
E08000032,bradford,2019,62.8
E08000033,calderdale,2019,74.8
E08000034,kirklees,2019,69.4
E08000035,leeds,2019,67.7
E08000036,wakefield,2019,69.7
E08000037,gateshead,2019,70.6
E09000002,barking and dagenham,2019,70.8
E09000003,barnet,2019,83.1
E09000004,bexley,2019,76.0
E09000005,brent,2019,74.7
E09000006,bromley,2019,77.1
E09000007,camden,2019,72.9
E09000008,croydon,2019,69.0
E09000009,ealing,2019,76.9
E09000010,enfield,2019,68.6
E09000011,greenwich,2019,70.1
E09000012,hackney,2019,75.4
E09000013,hammersmith and fulham,2019,78.1
E09000014,haringey,2019,71.9
E09000015,harrow,2019,74.9
E09000016,havering,2019,77.0
E09000017,hillingdon,2019,75.1
E09000018,hounslow,2019,74.3
E09000019,islington,2019,71.0
E09000020,kensington and chelsea,2019,82.1
E09000021,kingston upon thames,2019,81.7
E09000022,lambeth,2019,69.1
E09000023,lewisham,2019,66.6
E09000024,merton,2019,75.0
E09000025,newham,2019,73.1
E09000026,redbridge,2019,79.1
E09000027,richmond upon thames,2019,82.1
E09000028,southwark,2019,75.4
E09000029,sutton,2019,84.4
E09000030,tower hamlets,2019,73.4
E09000031,waltham forest,2019,71.0
E09000032,wandsworth,2019,74.7
E09000033,westminster,2019,81.6
E10000003,cambridgeshire,2019,72.8
E10000006,cumbria,2019,71.4
E10000007,derbyshire,2019,72.2
E10000008,devon,2019,73.2
E10000011,east sussex,2019,69.8
E10000012,essex,2019,70.4
E10000013,gloucestershire,2019,75.2
E10000014,hampshire,2019,73.8
E10000015,hertfordshire,2019,78.6
E10000016,kent,2019,71.7
E10000017,lancashire,2019,71.3
E10000018,leicestershire,2019,73.1
E10000019,lincolnshire,2019,71.7
E10000020,norfolk,2019,70.1
E10000021,northamptonshire,2019,69.0
E10000023,north yorkshire,2019,75.4
E10000024,nottinghamshire,2019,72.8
E10000025,oxfordshire,2019,72.3
E10000027,somerset,2019,69.8
E10000028,staffordshire,2019,69.7
E10000029,suffolk,2019,69.7
E10000030,surrey,2019,78.2
E10000031,warwickshire,2019,75.6
E10000032,west sussex,2019,72.2
E10000034,worcestershire,2019,70.5
E06000001,hartlepool,2020,70.0
E06000002,middlesbrough,2020,65.1
E06000003,redcar and cleveland,2020,72.0
E06000004,stockton-on-tees,2020,74.1
E06000005,darlington,2020,72.7
E06000006,halton,2020,63.5
E06000007,warrington,2020,75.7
E06000008,blackburn with darwen,2020,74.0
E06000009,blackpool,2020,57.5
E06000010,"kingston upon hull, city of",2020,65.8
E06000011,east riding of yorkshire,2020,76.2
E06000012,north east lincolnshire,2020,66.3
E06000013,north lincolnshire,2020,70.1
E06000014,york,2020,79.0
E06000015,derby,2020,64.5
E06000016,leicester,2020,64.3
E06000017,rutland,2020,81.5
E06000018,nottingham,2020,62.8
E06000019,"herefordshire, county of",2020,73.7
E06000020,telford and wrekin,2020,67.2
E06000021,stoke-on-trent,2020,63.4
E06000022,bath and north east somerset,2020,78.8
E06000023,"bristol, city of",2020,68.9
E06000024,north somerset,2020,75.4
E06000025,south gloucestershire,2020,73.9
E06000026,plymouth,2020,72.3
E06000027,torbay,2020,72.0
E06000030,swindon,2020,70.9
E06000031,peterborough,2020,63.5
E06000032,luton,2020,64.8
E06000033,southend-on-sea,2020,79.3
E06000034,thurrock,2020,70.7
E06000035,medway,2020,70.2
E06000036,bracknell forest,2020,75.6
E06000037,west berkshire,2020,77.0
E06000038,reading,2020,73.2
E06000039,slough,2020,75.2
E06000040,windsor and maidenhead,2020,77.0
E06000041,wokingham,2020,82.4
E06000042,milton keynes,2020,69.5
E06000043,brighton and hove,2020,75.6
E06000044,portsmouth,2020,68.1
E06000045,southampton,2020,63.7
E06000046,isle of wight,2020,67.4
E06000047,county durham,2020,71.7
E06000049,cheshire east,2020,75.9
E06000050,cheshire west and chester,2020,74.5
E06000051,shropshire,2020,73.2
E06000052,cornwall,2020,70.6
E06000054,wiltshire,2020,72.7
E06000055,bedford,2020,68.8
E06000056,central bedfordshire,2020,71.2
E06000057,northumberland,2020,72.2
E06000058,"bournemouth, christchurch and poole",2020,78.0
E06000059,dorset,2020,74.2
E06000060,buckinghamshire,2020,81.8
E06000061,north northamptonshire,2020,68.8
E06000062,west northamptonshire,2020,73.3
E08000001,bolton,2020,68.8
E08000002,bury,2020,72.3
E08000003,manchester,2020,64.1
E08000004,oldham,2020,65.7
E08000005,rochdale,2020,63.6
E08000006,salford,2020,63.4
E08000007,stockport,2020,74.8
E08000008,tameside,2020,69.6
E08000009,trafford,2020,84.4
E08000010,wigan,2020,70.4
E08000011,knowsley,2020,51.9
E08000012,liverpool,2020,65.9
E08000013,st. helens,2020,67.3
E08000014,sefton,2020,71.5
E08000015,wirral,2020,72.8
E08000016,barnsley,2020,66.2
E08000017,doncaster,2020,66.8
E08000018,rotherham,2020,70.0
E08000019,sheffield,2020,66.9
E08000021,newcastle upon tyne,2020,67.5
E08000022,north tyneside,2020,72.4
E08000023,south tyneside,2020,66.9
E08000024,sunderland,2020,69.8
E08000025,birmingham,2020,69.4
E08000026,coventry,2020,68.2
E08000027,dudley,2020,66.7
E08000028,sandwell,2020,61.6
E08000029,solihull,2020,74.4
E08000030,walsall,2020,65.0
E08000031,wolverhampton,2020,68.1
E08000032,bradford,2020,63.4
E08000033,calderdale,2020,72.9
E08000034,kirklees,2020,71.0
E08000035,leeds,2020,69.9
E08000036,wakefield,2020,72.9
E08000037,gateshead,2020,73.6
E09000002,barking and dagenham,2020,70.1
E09000003,barnet,2020,84.0
E09000004,bexley,2020,75.5
E09000005,brent,2020,75.4
E09000006,bromley,2020,78.8
E09000007,camden,2020,75.3
E09000008,croydon,2020,70.4
E09000009,ealing,2020,76.6
E09000010,enfield,2020,71.1
E09000011,greenwich,2020,70.8
E09000012,hackney,2020,73.6
E09000013,hammersmith and fulham,2020,81.0
E09000014,haringey,2020,72.6
E09000015,harrow,2020,75.9
E09000016,havering,2020,76.1
E09000017,hillingdon,2020,74.2
E09000018,hounslow,2020,74.9
E09000019,islington,2020,72.9
E09000020,kensington and chelsea,2020,82.6
E09000021,kingston upon thames,2020,84.5
E09000022,lambeth,2020,71.5
E09000023,lewisham,2020,67.5
E09000024,merton,2020,73.2
E09000025,newham,2020,74.3
E09000026,redbridge,2020,79.5
E09000027,richmond upon thames,2020,83.8
E09000028,southwark,2020,77.2
E09000029,sutton,2020,84.8
E09000030,tower hamlets,2020,74.4
E09000031,waltham forest,2020,68.7
E09000032,wandsworth,2020,74.6
E09000033,westminster,2020,82.4
E10000003,cambridgeshire,2020,74.3
E10000006,cumbria,2020,71.3
E10000007,derbyshire,2020,71.6
E10000008,devon,2020,73.0
E10000011,east sussex,2020,70.3
E10000012,essex,2020,71.5
E10000013,gloucestershire,2020,76.1
E10000014,hampshire,2020,75.2
E10000015,hertfordshire,2020,78.4
E10000016,kent,2020,72.1
E10000017,lancashire,2020,72.4
E10000018,leicestershire,2020,73.6
E10000019,lincolnshire,2020,71.3
E10000020,norfolk,2020,71.2
E10000023,north yorkshire,2020,75.9
E10000024,nottinghamshire,2020,73.4
E10000025,oxfordshire,2020,73.9
E10000027,somerset,2020,71.3
E10000028,staffordshire,2020,70.2
E10000029,suffolk,2020,70.2
E10000030,surrey,2020,78.6
E10000031,warwickshire,2020,76.3
E10000032,west sussex,2020,75.2
E10000034,worcestershire,2020,71.0
E06000001,hartlepool,2021,65.4
E06000002,middlesbrough,2021,59.7
E06000003,redcar and cleveland,2021,69.8
E06000004,stockton-on-tees,2021,71.7
E06000005,darlington,2021,66.4
E06000006,halton,2021,63.1
E06000007,warrington,2021,73.7
E06000008,blackburn with darwen,2021,67.7
E06000009,blackpool,2021,51.4
E06000010,"kingston upon hull, city of",2021,59.8
E06000011,east riding of yorkshire,2021,69.3
E06000012,north east lincolnshire,2021,58.3
E06000013,north lincolnshire,2021,66.5
E06000014,york,2021,75.5
E06000015,derby,2021,61.2
E06000016,leicester,2021,63.7
E06000017,rutland,2021,81.3
E06000018,nottingham,2021,61.0
E06000019,"herefordshire, county of",2021,67.4
E06000020,telford and wrekin,2021,62.7
E06000021,stoke-on-trent,2021,59.5
E06000022,bath and north east somerset,2021,75.1
E06000023,"bristol, city of",2021,66.7
E06000024,north somerset,2021,69.4
E06000025,south gloucestershire,2021,68.5
E06000026,plymouth,2021,66.5
E06000027,torbay,2021,66.3
E06000030,swindon,2021,65.5
E06000031,peterborough,2021,64.7
E06000032,luton,2021,64.2
E06000033,southend-on-sea,2021,76.0
E06000034,thurrock,2021,65.0
E06000035,medway,2021,66.2
E06000036,bracknell forest,2021,67.7
E06000037,west berkshire,2021,74.2
E06000038,reading,2021,67.2
E06000039,slough,2021,77.2
E06000040,windsor and maidenhead,2021,76.2
E06000041,wokingham,2021,79.0
E06000042,milton keynes,2021,66.5
E06000043,brighton and hove,2021,75.2
E06000044,portsmouth,2021,61.2
E06000045,southampton,2021,61.9
E06000046,isle of wight,2021,61.1
E06000047,county durham,2021,65.1
E06000049,cheshire east,2021,72.8
E06000050,cheshire west and chester,2021,67.8
E06000051,shropshire,2021,67.5
E06000052,cornwall,2021,65.2
E06000053,isles of scilly,2021,86.7
E06000054,wiltshire,2021,69.8
E06000055,bedford,2021,67.8
E06000056,central bedfordshire,2021,67.9
E06000057,northumberland,2021,66.4
E06000058,"bournemouth, christchurch and poole",2021,76.4
E06000059,dorset,2021,68.5
E06000060,buckinghamshire,2021,79.3
E06000061,north northamptonshire,2021,64.3
E06000062,west northamptonshire,2021,70.4
E08000001,bolton,2021,65.8
E08000002,bury,2021,66.4
E08000003,manchester,2021,63.9
E08000004,oldham,2021,62.3
E08000005,rochdale,2021,60.7
E08000006,salford,2021,61.0
E08000007,stockport,2021,72.1
E08000008,tameside,2021,65.2
E08000009,trafford,2021,78.1
E08000010,wigan,2021,67.6
E08000011,knowsley,2021,46.2
E08000012,liverpool,2021,61.9
E08000013,st. helens,2021,63.9
E08000014,sefton,2021,64.5
E08000015,wirral,2021,65.6
E08000016,barnsley,2021,63.2
E08000017,doncaster,2021,65.0
E08000018,rotherham,2021,65.8
E08000019,sheffield,2021,65.2
E08000021,newcastle upon tyne,2021,63.7
E08000022,north tyneside,2021,69.0
E08000023,south tyneside,2021,60.9
E08000024,sunderland,2021,62.3
E08000025,birmingham,2021,68.0
E08000026,coventry,2021,65.1
E08000027,dudley,2021,65.4
E08000028,sandwell,2021,61.3
E08000029,solihull,2021,71.3
E08000030,walsall,2021,63.2
E08000031,wolverhampton,2021,64.9
E08000032,bradford,2021,59.9
E08000033,calderdale,2021,69.6
E08000034,kirklees,2021,68.0
E08000035,leeds,2021,68.3
E08000036,wakefield,2021,69.1
E08000037,gateshead,2021,70.3
E09000002,barking and dagenham,2021,68.5
E09000003,barnet,2021,80.5
E09000004,bexley,2021,71.9
E09000005,brent,2021,72.8
E09000006,bromley,2021,77.3
E09000007,camden,2021,75.1
E09000008,croydon,2021,67.9
E09000009,ealing,2021,76.7
E09000010,enfield,2021,67.5
E09000011,greenwich,2021,69.8
E09000012,hackney,2021,73.6
E09000013,hammersmith and fulham,2021,80.0
E09000014,haringey,2021,70.2
E09000015,harrow,2021,74.8
E09000016,havering,2021,71.6
E09000017,hillingdon,2021,74.9
E09000018,hounslow,2021,75.2
E09000019,islington,2021,70.5
E09000020,kensington and chelsea,2021,79.7
E09000021,kingston upon thames,2021,82.5
E09000022,lambeth,2021,66.1
E09000023,lewisham,2021,66.6
E09000024,merton,2021,76.0
E09000025,newham,2021,76.3
E09000026,redbridge,2021,79.0
E09000027,richmond upon thames,2021,83.0
E09000028,southwark,2021,75.4
E09000029,sutton,2021,82.0
E09000030,tower hamlets,2021,71.2
E09000031,waltham forest,2021,68.9
E09000032,wandsworth,2021,77.3
E09000033,westminster,2021,81.8
E10000003,cambridgeshire,2021,72.6
E10000006,cumbria,2021,67.3
E10000007,derbyshire,2021,67.8
E10000008,devon,2021,70.0
E10000011,east sussex,2021,66.3
E10000012,essex,2021,68.2
E10000013,gloucestershire,2021,73.8
E10000014,hampshire,2021,70.1
E10000015,hertfordshire,2021,75.6
E10000016,kent,2021,68.7
E10000017,lancashire,2021,67.5
E10000018,leicestershire,2021,72.1
E10000019,lincolnshire,2021,67.6
E10000020,norfolk,2021,67.6
E10000023,north yorkshire,2021,72.6
E10000024,nottinghamshire,2021,70.2
E10000025,oxfordshire,2021,72.0
E10000027,somerset,2021,65.2
E10000028,staffordshire,2021,67.0
E10000029,suffolk,2021,68.0
E10000030,surrey,2021,76.0
E10000031,warwickshire,2021,70.5
E10000032,west sussex,2021,69.6
E10000034,worcestershire,2021,68.2
