alpha,train_rmse,test_rmse,train_r2,test_r2
0.0,1106.2777656846717,1686.5647854969832,0.9999160642746211,0.9998836078422416
10.0,1132.7238376250248,1639.5404606898123,0.9999120032646132,0.9998900077869025
20.0,1184.8382265823495,1676.8661558155363,0.9999037198861676,0.9998849426248988
30.0,1214.5473435687277,1704.4598580038896,0.9998988310186698,0.9998811248116438
40.0,1236.7648627790722,1730.307962418936,0.9998950958288922,0.9998774919927484
50.0,1255.7843883821818,1753.3272214904318,0.9998918444924715,0.9998742107249846
60.0,1266.0075054169677,1764.332425882721,0.9998900763752377,0.9998726266724067
70.0,1270.9935393785097,1773.324674658004,0.9998892088255484,0.9998713249999615
80.0,1276.1052685222505,1780.1716140610324,0.9998883158653401,0.9998703294340598
90.0,1281.4042205043127,1787.007083350602,0.9998873864160116,0.9998693317090351
100.0,1288.9223846647592,1792.921392256061,0.9998860611025899,0.9998684653537744
110.0,1295.7317530878565,1800.3018527978313,0.9998848540456722,0.9998673802148896
120.0,1303.0772098523614,1809.8481655184207,0.999883544828651,0.9998659700218422
130.0,1309.4096061879702,1817.3145430058737,0.9998824102341443,0.9998648618818106
140.0,1316.1539987487258,1824.9018031100532,0.9998811957723286,0.9998637311271803
150.0,1319.642568202837,1835.383841193919,0.9998805651378053,0.9998621612040983
160.0,1324.0825506694162,1844.3646535617015,0.9998797601004504,0.9998608089714347
170.0,1328.4284680796684,1853.5146241397465,0.9998789694998395,0.9998594244805858
180.0,1333.37222532241,1862.5663094845643,0.9998780669916506,0.9998580481198474
190.0,1338.303691855336,1872.675232615834,0.9998771633872318,0.9998565030744374
200.0,1342.9783628462253,1880.873824920368,0.9998763037563045,0.9998552438618689
210.0,1347.8539681369596,1891.710395917015,0.999875403981854,0.99985357104466
220.0,1352.9779481576027,1901.4500253326594,0.9998744548567401,0.9998520593596519
230.0,1358.7762295865016,1909.9901605086113,0.9998733764860165,0.9998507274599661
240.0,1363.6955150028102,1921.4745272186974,0.9998724579760305,0.9998489269748239
250.0,1370.578571140289,1933.4520346905028,0.9998711672269085,0.9998470376778785
260.0,1376.3085566308537,1943.1946411754002,0.999870087751342,0.9998454922489242
270.0,1382.7254910453057,1955.114172804652,0.9998688735152419,0.9998435909382201
280.0,1388.4723071420499,1966.0259367245867,0.9998677812872439,0.9998418401847936
290.0,1395.159450598761,1977.0507060378131,0.9998665046400268,0.9998400614041596
300.0,1401.9643121550964,1988.5153900092528,0.999865199222447,0.9998382010957746
310.0,1409.2930931478168,2000.093468522926,0.9998637861942234,0.9998363114708761
320.0,1417.0728160827123,2013.070224207914,0.9998622781606973,0.999834180533604
330.0,1424.3014549356774,2022.8851658710373,0.9998608695095561,0.999832559650322
340.0,1432.3472887837704,2035.5585834192843,0.9998592931823092,0.9998304550436753
350.0,1439.5985207143756,2047.4749650912368,0.9998578649247954,0.9998284641639852
360.0,1446.2617742513921,2056.9020416474355,0.9998565461212024,0.9998268809415228
370.0,1453.0053815537187,2066.756976547035,0.9998552052131829,0.9998252180873317
380.0,1459.9148677692772,2077.247647879984,0.9998538248517091,0.9998234392297654
390.0,1466.9854598806444,2087.4916038889237,0.9998524055255806,0.9998216935154075
400.0,1474.2149404486424,2097.7620535984447,0.9998509472144474,0.999819934664983
410.0,1481.5786668976914,2108.282269347954,0.9998494544536112,0.999818124091505
420.0,1489.0819078803102,2118.960642466304,0.9998479257601509,0.9998162770359453
430.0,1496.744115822497,2129.471938332184,0.9998463567096816,0.999814449766239
440.0,1504.5466442980014,2140.091229656977,0.9998447506491348,0.9998125945410105
450.0,1512.4791313610417,2150.9226506744108,0.9998431092776916,0.9998106927489958
460.0,1520.5452640198841,2161.911809459728,0.9998414314021477,0.9998087534494284
470.0,1528.7444851329822,2173.0026789129533,0.9998397166957335,0.9998067861802344
480.0,1537.0776487986973,2184.1675035957505,0.9998379645293368,0.999804795625638
490.0,1545.5428439385714,2195.4349352267104,0.9998361748487989,0.9998027764351883
500.0,1554.1232062892766,2207.0122962290943,0.9998343507892372,0.999800690881388
510.0,1563.078178431742,2215.109381162385,0.9998324363235812,0.9997992257484024
520.0,1572.037538795027,2225.4906607192233,0.9998305099120881,0.9997973394508207
530.0,1580.8253476092023,2238.697290954237,0.9998286096908645,0.999794927035086
540.0,1589.8948748404507,2250.573326109941,0.9998266374450103,0.9997927454863312
550.0,1599.3550233980366,2259.809429196801,0.999824568233017,0.9997910408967382
560.0,1608.6153542648888,2271.9058768547197,0.999822530837559,0.9997887978509862
570.0,1617.8646091492337,2285.5931086581145,0.9998204841375087,0.9997862453855724
580.0,1627.6740058831067,2294.9344147168295,0.9998183006658433,0.9997844945685452
590.0,1637.0895194333336,2308.9822001917323,0.9998161924541266,0.9997818481838354
600.0,1646.9632395801345,2319.856510681846,0.9998139685840076,0.9997797885432532
610.0,1656.6249371181195,2334.135373946958,0.999811779523223,0.9997770693697513
620.0,1666.6805316619882,2345.2305697183515,0.999809487618835,0.9997749449533653
630.0,1676.697497779217,2358.0681979865253,0.9998071907289819,0.9997724743386363
640.0,1686.8189535035333,2371.227613472578,0.9998048559003196,0.9997699277972326
650.0,1697.1762183743158,2382.2243386804653,0.9998024521281775,0.9997677888988887
660.0,1707.472801524766,2395.6608900071483,0.9998000478541829,0.9997651620130964
670.0,1718.0193218616043,2406.8777777595037,0.9997975701431888,0.9997629577628036
680.0,1728.4985448437908,2420.5035701990705,0.9997950931312718,0.9997602662835277
690.0,1739.2215669820046,2431.9157715750457,0.9997925428991007,0.999758000359135
700.0,1749.8859688377672,2445.667766766439,0.9997899909656963,0.9997552557020546
710.0,1760.77116513616,2457.3083794211125,0.9997873701096831,0.9997529203450436
720.0,1771.6236739590943,2471.0609501288614,0.9997847409445189,0.9997501469943144
730.0,1782.6473373245112,2483.1992827187782,0.9997820537756335,0.9997476863122088
740.0,1793.6869949804186,2496.9424643360194,0.9997793460029789,0.999744885740787
750.0,1804.8984585159824,2509.0288202286856,0.9997765789809987,0.999742410021527
760.0,1816.220699735737,2520.995810878278,0.9997737671209607,0.9997399469743725
770.0,1827.4470385233262,2535.2402824609226,0.9997709617170911,0.9997369998982714
780.0,1838.8945503935927,2547.6131828894336,0.9997680832417857,0.9997344265606432
790.0,1850.294565189777,2561.874949655702,0.9997651988462557,0.9997314448301442
800.0,1861.9018763049176,2574.149491679049,0.9997622436858762,0.9997288652439624
810.0,1873.5968420128477,2586.5622864757543,0.9997592475188191,0.9997262440639744
820.0,1885.1910224233336,2601.0787529084378,0.9997562586534701,0.9997231626610211
830.0,1897.0110346554811,2613.639160986629,0.9997531925900578,0.9997204825534037
840.0,1908.7917326860595,2628.1178398644015,0.9997501176561764,0.9997173771109711
850.0,1920.7084470409955,2640.9932445998747,0.9997469878524461,0.9997146011336904
860.0,1932.7335259540396,2653.738397242674,0.999743809842597,0.999711839877787
870.0,1944.7383051454783,2668.1833458833717,0.9997406174131509,0.9997086942875433
880.0,1956.8540444872049,2681.1494543048534,0.9997373754334404,0.9997058561925375
890.0,1968.5647680030895,2694.1161728795437,0.999734222693074,0.9997030042046375
900.0,1979.3353250574085,2709.034488822408,0.9997313064561831,0.9996997059472713
910.0,1988.7299134619113,2722.702082512797,0.9997287497840284,0.999696668222505
920.0,2000.0114977971773,2738.282693738847,0.9997256635812595,0.9996931866686315
930.0,2009.2914097998992,2751.272682449501,0.9997231118718966,0.9996902688142981
940.0,2018.8329068217838,2764.946905087536,0.9997204759176688,0.9996871823457506
950.0,2030.2696245041484,2780.6268683428266,0.9997172999311164,0.9996836243191491
960.0,2039.9783316801438,2793.948146639173,0.9997145897348063,0.999680585706592
970.0,2049.6852015186596,2807.6588645068427,0.9997118671258722,0.9996774430965479
980.0,2061.3546149716926,2823.450388156807,0.9997085769494136,0.999673804485352
990.0,2071.3241728109842,2837.4523020433894,0.9997057512495634,0.9996705611582224
1000.0,2081.391666645409,2851.0833345020637,0.9997028839566134,0.9996673883275298
1010.0,2091.4021368424187,2864.899178682483,0.9997000191198446,0.9996641569627956
1020.0,2103.217587227586,2880.7774726933994,0.9996966200400829,0.9996604239224481
1030.0,2113.372735865383,2894.8613775757353,0.9996936832955268,0.99965709548212
1040.0,2123.5388341668177,2908.4796555517423,0.9996907292159861,0.999653861646426
1050.0,2135.7113158634684,2924.510898512944,0.9996871734697602,0.9996500353718486
1060.0,2145.9458869349346,2938.7117182693723,0.9996841680854117,0.9996466284084956
1070.0,2156.399332079703,2953.0201414904036,0.9996810835967376,0.9996431789381661
1080.0,2166.864798215342,2967.2917939890995,0.9996779805463585,0.999639721642551
1090.0,2179.4500553214984,2983.1978600891375,0.9996742290739511,0.9996358487704913
1100.0,2189.599506913181,2997.3673864176994,0.9996711878526192,0.9996323812804033
1110.0,2200.1706240358694,3011.7616130399165,0.9996680052593208,0.9996288419791807
1120.0,2210.797660024604,3026.1968237513597,0.9996647903808032,0.9996252755721291
1130.0,2223.6169135235477,3042.2663531909966,0.9996608917015335,0.9996212853272989
1140.0,2233.927854479567,3056.5514256609395,0.9996577395107585,0.999617720440295
1150.0,2244.673854571556,3071.07676939861,0.9996544387977739,0.9996140784692604
1160.0,2255.4882055688213,3085.6532334238914,0.9996511010993374,0.9996104063231194
1170.0,2268.677619495908,3102.3247729841646,0.9996470086577146,0.9996061850628349
1180.0,2279.5542971275604,3116.7736562677715,0.9996436158649088,0.9996025081835123
1190.0,2290.2257506498163,3131.2281276612175,0.9996402713175143,0.9995988127871939
1200.0,2301.132761911264,3145.8704520974366,0.9996368368022778,0.9995950519317772
1210.0,2314.462184882395,3162.5349284875747,0.999632617336016,0.9995907503426193
1220.0,2325.294366459355,3177.2267470621164,0.9996291704287046,0.9995869391039005
1230.0,2336.269346308969,3191.7523244039126,0.9996256616673089,0.9995831536244941
1240.0,2347.3838828289677,3206.572875285982,0.9996220914506637,0.9995792734762421
1250.0,2358.590170172296,3221.4486539101795,0.9996184746067865,0.999575360792981
1260.0,2372.186641645321,3238.25548719424,0.9996140631995076,0.9995709184080988
1270.0,2383.1769018881637,3253.0638932306206,0.9996104788514052,0.9995669850910514
1280.0,2394.455175194932,3268.0574887783387,0.9996067833463835,0.9995629843012113
1290.0,2405.834937045356,3283.116094796554,0.9996030369033008,0.9995589476470708
1300.0,2417.267052146801,3298.007634465279,0.9995992553387844,0.9995549375275063
1310.0,2431.199977731768,3314.9379628826146,0.9995946223073751,0.9995503563407601
1320.0,2442.349455634617,3329.8620482697747,0.99959089565926,0.9995462985719219
1330.0,2453.4736068263405,3344.770672376601,0.9995871604832045,0.9995422268078957
1340.0,2464.9152778743132,3359.888146182008,0.9995833009853661,0.9995380794303651
1350.0,2476.620629536773,3375.1680381624014,0.999579333960695,0.9995338684892341
1360.0,2491.1295751586163,3392.3480129248433,0.9995743906935294,0.999529111091307
1370.0,2502.4448984557685,3407.3920883988367,0.9995705154680365,0.9995249253201601
1380.0,2513.7847431503815,3422.4532323221692,0.9995666142250846,0.9995207162468529
1390.0,2525.168714478945,3437.5446592055314,0.999562680059631,0.9995164800908123
1400.0,2536.809796622472,3452.811282106237,0.9995586386568949,0.9995121757931373
1410.0,2551.5071517134684,3470.1236408022673,0.9995535096672461,0.9995072716385227
1420.0,2563.3127723648145,3485.5093018892853,0.9995493683580915,0.9995028926835421
1430.0,2575.140189437012,3500.9115537120533,0.9995452002326846,0.999498489603035
1440.0,2586.627489321806,3516.1236120920644,0.9995411336005053,0.9994941218376773
1450.0,2598.1238415108132,3531.2979611680357,0.9995370456420662,0.9994897460324269
1460.0,2609.7617225054228,3546.570816310355,0.9995328888928385,0.9994853227934666
1470.0,2624.421074132383,3563.8026919404406,0.9995276265137775,0.9994803092748805
1480.0,2636.413097472906,3579.327385936232,0.9995232997263628,0.9994757716428959
1490.0,2648.427670658918,3594.86919573265,0.9995189450214228,0.9994712092516491
1500.0,2660.4867339294283,3610.442353806379,0.9995145542808528,0.9994666178306219
1510.0,2672.551253325408,3626.049891229785,0.999510141593242,0.9994619963605071
1520.0,2684.402157992872,3641.621770420129,0.9995057875989624,0.9994573655822312
1530.0,2696.2461284847277,3657.0469769371803,0.9995014169049644,0.9994527588570614
1540.0,2710.798063620144,3674.1179010852625,0.9994960205668948,0.9994476379407019
1550.0,2722.9303142751464,3689.753700882425,0.9994914993246212,0.9994429266058584
1560.0,2735.1020935465453,3705.4174939276413,0.9994869430629485,0.9994381867751362
1570.0,2747.307454610377,3721.1057724500247,0.9994823538248871,0.99943341940908
1580.0,2759.532828469557,3736.8092459209743,0.9994777365778653,0.9994286272545011
1590.0,2771.8025504433663,3752.5441227787433,0.9994730819689848,0.9994238052752895
1600.0,2783.971845493417,3768.312603019203,0.9994684450607303,0.9994189526716842
1610.0,2798.658264044829,3785.5509032974396,0.9994628219940327,0.9994136244628578
1620.0,2810.6370439118214,3801.12677027003,0.9994582137086241,0.999408789184001
1630.0,2822.9840114682547,3816.924101436173,0.9994534431809665,0.9994038648754895
1640.0,2835.3617472614087,3832.7438894837046,0.9994486397763579,0.9993989131004088
1650.0,2847.7709359658206,3848.58665037751,0.9994438030706353,0.9993939336090327
1660.0,2860.205456445159,3864.448244114804,0.9994389353046639,0.9993889276212975
1670.0,2872.6530076837385,3880.3202417764974,0.9994340411958319,0.99938389774049
1680.0,2885.1034571953896,3896.1956208673564,0.9994291246872301,0.9993788461652039
1690.0,2900.0559421570365,3913.1948227619328,0.9994231920583152,0.999373414120548
1700.0,2912.3003433858457,3929.003693930324,0.9994183110644671,0.9993683412199206
1710.0,2924.5934296782384,3945.0580561144075,0.9994133899756886,0.9993631686122959
1720.0,2937.128860695982,3961.169767118061,0.999408350527429,0.9993579563213345
1730.0,2949.67837923941,3977.2143686923073,0.9994032838254489,0.9993527446297124
1740.0,2962.2259900073204,3993.1676877268437,0.9993981962962035,0.9993475417012707
1750.0,2977.327821353946,4010.1071122376493,0.9993920445003166,0.9993419943707362
1760.0,2989.710268026151,4025.9731210024283,0.9993869771170082,0.9993367772652613
1770.0,3002.1484355165335,4041.874978453821,0.9993818657573093,0.999331527701298
1780.0,3014.6074967873496,4057.7916336253866,0.999376724537211,0.999326252529428
1790.0,3027.1758172206282,4073.7768972827344,0.9993715166583907,0.9993209337522906
1800.0,3040.036068065763,4089.942758679378,0.9993661653857038,0.9993155336175471
1810.0,3052.854071049566,4106.138539967496,0.9993608091189711,0.999310102042007
1820.0,3067.88969951569,4122.934584054952,0.9993544974492472,0.9993044464823165
1830.0,3080.470682972763,4139.117228789272,0.9993491923637554,0.9992989756289192
1840.0,3093.0757451342342,4155.309527043,0.9993438553516173,0.9992934800615757
1850.0,3105.703997092639,4171.511518179165,0.999338486666611,0.9992879597284718
1860.0,3118.3611082176744,4187.721675882145,0.9993330837632436,0.9992824151141338
1870.0,3133.1540366343847,4203.99630704236,0.9993267413005186,0.9992768268143214
1880.0,3145.359001824217,4219.803743742459,0.9993214858273186,0.9992713781862426
1890.0,3158.265524827662,4236.004462711399,0.999315906034461,0.9992657727802273
1900.0,3171.186810190823,4252.216796249129,0.9993102969712828,0.9992601418533906
1910.0,3184.122678195093,4268.440612012678,0.999304658637784,0.9992544854057325
1920.0,3197.0729518294424,4284.675779570684,0.9992989910339645,0.9992488034372529
1930.0,3209.492011357385,4300.5634465785815,0.9992935343044931,0.9992432222037443
1940.0,3221.637325230965,4316.236709248114,0.9992881773930519,0.9992376960483152
1950.0,3235.4856089508557,4331.6658680424625,0.9992820446680951,0.9992322363241722
1960.0,3247.5346308651674,4347.377038547159,0.9992766873473085,0.999226656788736
1970.0,3259.589582120554,4363.101691438962,0.99927130746177,0.9992210522386441
1980.0,3273.3755591975723,4378.592251062724,0.9992651306214677,0.9992155113379341
1990.0,3285.5432396410342,4394.323288509312,0.9992596572045541,0.9992098643224822
2000.0,3297.9112036007677,4410.039916299449,0.999254072881609,0.9992042022557811
2010.0,3310.2939576921967,4425.767050295158,0.9992484608611397,0.9991985161691863
2020.0,3322.6913365590694,4441.504578890622,0.9992428211431466,0.9991928060626978
2030.0,3335.1031771100274,4457.252391983123,0.9992371537276293,0.9991870719363154
2040.0,3349.207889194578,4472.790319195196,0.9992306876731709,0.9991813943429896
2050.0,3361.547270807529,4488.569731519342,0.9992250085240835,0.9991756082898963
2060.0,3373.901043360714,4504.35929746449,0.9992193018300375,0.9991697981174772
2070.0,3386.0154995837206,4520.191543198993,0.9992136853562114,0.9991639517544267
2080.0,3398.0358500090238,4536.04987158413,0.9992080926148533,0.9991580751959674
2090.0,3411.325303868676,4551.7518938541225,0.9992018863260285,0.9991522362817203
2100.0,3423.4569244146373,4567.616990467001,0.9991961996042678,0.9991463162345428
2110.0,3435.8803309009377,4583.455756428132,0.9991903551854289,0.9991403854654947
2120.0,3448.317214368105,4599.304058374774,0.9991844832216313,0.9991344305771209
2130.0,3460.767429520465,4615.161798068314,0.9991785837128753,0.9991284515694212
2140.0,3473.2308329908064,4631.028878557416,0.9991726566591607,0.9991224484423958
2150.0,3485.707283311829,4646.905204158401,0.9991667020604874,0.9991164211960446
2160.0,3498.196640887212,4662.790680435211,0.9991607199168555,0.9991103698303676
2170.0,3510.698767963809,4678.685214180405,0.9991547102282651,0.9991042943453647
2180.0,3523.2135286038265,4694.588713395946,0.9991486729947161,0.9990981947410362
2190.0,3535.7407886577384,4710.501087274775,0.9991426082162085,0.9990920710173818
2200.0,3548.280415737372,4726.422246182234,0.9991365158927423,0.9990859231744017
2210.0,3560.8322791896844,4742.35210163833,0.9991303960243176,0.9990797512120957
2220.0,3573.289683112219,4758.3068676697885,0.9991243008440278,0.9990735487826606
2230.0,3585.737601458899,4774.2739897317915,0.9991181890426973,0.9990673206937183
2240.0,3598.19811160978,4790.250032441896,0.9991120497725968,0.9990610682435639
2250.0,3610.6710832010085,4806.234906842711,0.9991058830337264,0.9990547914321972
2260.0,3623.156387534449,4822.228525107576,0.9990996888260858,0.9990484902596185
2270.0,3635.6538975533904,4838.23080052335,0.9990934671496753,0.9990421647258275
2280.0,3648.1634878188665,4854.241647473751,0.9990872180044946,0.9990358148308244
2290.0,3660.68503448602,4870.260981422657,0.999080941390544,0.9990294405746091
2300.0,3673.2184152812374,4886.288718898179,0.9990746373078234,0.9990230419571817
2310.0,3685.763509479172,4902.324777476384,0.9990683057563328,0.9990166189785421
2320.0,3698.3201978805564,4918.369075765888,0.9990619467360721,0.9990101716386902
2330.0,3710.888362789934,4934.421533392221,0.9990555602470413,0.9990036999376264
2340.0,3723.4678879942744,4950.48207098302,0.9990491462892407,0.9989972038753502
2350.0,3736.0586587411826,4966.550610152574,0.9990427048626699,0.9989906834518619
2360.0,3748.660561718184,4982.627073487801,0.9990362359673292,0.9989841386671615
2370.0,3761.2734850318247,4998.711384533422,0.9990297396032183,0.9989775695212488
2380.0,3773.8973181873457,5014.80346777806,0.9990232157703375,0.9989709760141241
2390.0,3786.531952068483,5030.903248640069,0.9990166644686866,0.9989643581457871
2400.0,3799.1772789178453,5047.010653454144,0.9990100856982658,0.998957715916238
2410.0,3811.8331923171986,5063.125609457636,0.9990034794590749,0.9989510493254767
2420.0,3824.499587168569,5079.248044777454,0.9989968457511139,0.9989443583735034
2430.0,3837.1763596751744,5095.377888417083,0.9989901845743829,0.9989376430603177
2440.0,3849.863407322814,5111.515070243589,0.998983495928882,0.9989309033859199
2450.0,3862.5606288617014,5127.659520975373,0.998976779814611,0.99892413935031
2460.0,3875.267924288255,5143.81117216941,0.99897003623157,0.9989173509534879
2470.0,3887.9851948275655,5159.969956209474,0.9989632651797589,0.9989105381954536
2480.0,3900.712342915733,5176.1358062939225,0.9989564666591778,0.9989037010762072
2490.0,3913.4492721827614,5192.308656423975,0.9989496406698267,0.9988968395957486
2500.0,3926.195887435587,5208.488441392211,0.9989427872117056,0.9988899537540779
2510.0,3938.9520946414686,5224.675096771211,0.9989359062848144,0.9988830435511948
2520.0,3951.7178009114746,5240.868558902264,0.9989289978891532,0.9988761089870998
2530.0,3964.4929144843836,5257.068764884427,0.9989220620247221,0.9988691500617924
2540.0,3977.2773447106847,5273.2756525636305,0.9989150986915208,0.9988621667752731
2550.0,3990.0710020369847,5289.489160522063,0.9989081078895496,0.9988551591275415
2560.0,4002.8737979906596,5305.709228067926,0.9989010896188083,0.9988481271185977
2570.0,4015.6856451644403,5321.935795224669,0.998894043879297,0.9988410707484418
2580.0,4028.506457201638,5338.168802721235,0.9988869706710157,0.9988339900170736
2590.0,4041.3361487813168,5354.408191981842,0.9988798699939644,0.9988268849244933
2600.0,4054.174635603833,5370.653905116413,0.998872741848143,0.998819755470701
2610.0,4067.021834376683,5386.905884910797,0.9988655862335516,0.9988126016556963
2620.0,4079.877662800167,5403.164074817148,0.9988584031501901,0.9988054234794795
2630.0,4092.742039553737,5419.428418944782,0.9988511925980587,0.9987982209420506
2640.0,4105.614884282372,5435.698862050936,0.9988439545771572,0.9987909940434095
2650.0,4118.496117583105,5451.975349531658,0.9988366890874858,0.9987837427835563
2660.0,4131.385660991908,5468.257827413092,0.9988293961290442,0.9987764671624909
2670.0,4144.283436970457,5484.546242342356,0.9988220757018327,0.9987691671802132
2680.0,4157.1893688935925,5500.840541579379,0.9988147278058511,0.9987618428367235
2690.0,4170.103381036462,5517.140672987979,0.9988073524410995,0.9987544941320216
2700.0,4183.025398562327,5533.446585027929,0.9987999496075779,0.9987471210661075
2710.0,4195.955347510154,5549.758226746452,0.9987925193052863,0.9987397236389812
2720.0,4208.893154782695,5566.075547770332,0.9987850615342246,0.9987323018506429
2730.0,4221.838748134503,5582.398498297775,0.9987775762943929,0.9987248557010923
2740.0,4234.792056160405,5598.727029090812,0.9987700635857912,0.9987173851903295
2750.0,4247.753008283855,5615.061091467376,0.9987625234084194,0.9987098903183546
2760.0,4260.721534745642,5631.4006372937565,0.9987549557622777,0.9987023710851675
2770.0,4273.697566592906,5647.745618977429,0.9987473606473659,0.9986948274907682
2780.0,4286.681035667907,5664.095989459306,0.9987397380636841,0.9986872595351568
2790.0,4299.671874597349,5680.451702206714,0.9987320880112323,0.9986796672183332
2800.0,4312.670016781697,5696.812711206218,0.9987244104900105,0.9986720505402975
2810.0,4325.675396384739,5713.178970956786,0.9987167055000186,0.9986644095010495
2820.0,4338.687948323128,5729.550436462555,0.9987089730412566,0.9986567441005895
2830.0,4351.707608256371,5745.927063226414,0.9987012131137247,0.9986490543389173
2840.0,4364.7343125766865,5762.308807243085,0.9986934257174227,0.9986413402160328
2850.0,4377.7679983991975,5778.695624992598,0.9986856108523507,0.9986336017319362
2860.0,4390.808603552174,5795.087473433862,0.9986777685185088,0.9986258388866275
2870.0,4403.856066567499,5811.484309998194,0.9986698987158967,0.9986180516801065
2880.0,4416.910326671192,5827.886092583139,0.9986620014445147,0.9986102401123734
2890.0,4429.97132377425,5844.292779546317,0.9986540767043626,0.9986024041834282
2900.0,4443.038998463251,5860.704329699139,0.9986461244954404,0.9985945438932707
2910.0,4456.113291991578,5877.120702300968,0.9986381448177483,0.9985866592419013
2920.0,4469.194146270525,5893.541857053273,0.9986301376712862,0.9985787502293195
2930.0,4482.281503860477,5909.967754093733,0.9986221030560539,0.9985708168555255
2940.0,4495.375307962187,5926.398353990391,0.9986140409720518,0.9985628591205195
2950.0,4508.4755024086035,5942.8336177362535,0.9986059514192795,0.9985548770243012
2960.0,4521.582031656276,5959.273506743623,0.9985978343977373,0.9985468705668709
2970.0,4534.694840777181,5975.717982838588,0.998589689907425,0.9985388397482282
2980.0,4547.813875450619,5992.167008255721,0.9985815179483427,0.9985307845683735
2990.0,4560.939081955259,6008.62054563275,0.9985733185204904,0.9985227050273066
3000.0,4574.070407161288,6025.078558005339,0.998565091623868,0.9985146011250275
